ra,dec,parallax,parallax_error
68.51757549729666,17.638213405813598,5.961682704864104,0.035383067278923416
68.22187049038567,17.592593011094657,6.812463662766582,0.039424011083112144
68.26282531832842,17.63057982076994,6.203232918932612,0.1282139187269879
68.25995315500579,17.57679219605086,5.678524348455783,0.04515846789164663
68.26244492516523,17.630756933971433,6.4773902308928895,0.10884725349792952
68.28240657998688,17.21137296354824,6.790165972971929,0.11411766106625433
68.04448417471045,17.212849999909945,5.6705578061052,0.11374262046808531
68.36140958189341,17.35859014976931,5.651284143361521,0.0310457730511104
68.36186809628616,17.357750830027747,5.635377143427827,0.03259515226772877
68.08239699519464,17.27470257278945,7.3382509415458035,0.05049629758591508
67.95099185957724,17.208134722750245,5.166261355910088,0.05630179172122163
67.95652300891703,17.281201247442873,5.273817883917196,0.08216733629467413
68.09539928254812,17.26325191928362,7.56310616738433,0.04485242146626462
67.8632816269331,17.106777608489384,7.131779071067726,0.04494541178618212
68.42392120521956,17.844398432775083,6.834038927018437,0.07190403375535934
67.82485396616514,17.27098450402484,5.396254981822474,0.06031880020360885
67.67441054122361,17.328470238524787,6.896825107323084,0.12591950863055826
68.41346998989292,17.863778300268898,6.691718982667719,0.12686477493480844
68.41406470707264,17.864448427804607,7.322030372879924,0.1578214677231848
68.03873630322437,17.956220254196392,6.969609376502863,0.04558984521810041
67.84562738043324,17.333198685705604,6.286580195519337,0.16977618457186341
68.06850995038211,17.72327465478686,5.710811198390901,0.04559081466429561
68.26092252286122,17.923657850871443,8.15846377888812,0.07768470360004964
68.17129035844634,17.983559529664365,5.224846606733344,0.10572195620634671
68.12621243427546,17.525036822897007,6.664113993036103,0.09837818555170122
68.41790276116076,17.93280773094728,5.3411556673038225,0.17844072151994156
68.02360033891908,17.9830851746389,5.389730914698768,0.14997803665013335
67.67045324432841,17.693055609752843,5.181140570141396,0.15768897942422233
