ra,dec,parallax,parallax_error
67.95688926284201,25.885017954311753,7.889585321599555,0.04151007011834182
68.14976303263863,25.81799920405749,6.050616483873187,0.09534963389749611
68.47801063992434,26.224227023698848,6.173220921696115,0.07509268572661337
68.3530526516624,25.913811734909512,5.377545958262468,0.13648568720766865
68.43611587411358,26.25004469424905,5.771784275170487,0.1916074102830379
68.17949301927023,25.875186698042608,7.622203004729167,0.09155450862782555
68.47747476610361,26.223750807665752,5.428133121640805,0.154371695333786
68.60984669601943,25.845693458907927,8.096731132688431,0.16028686395762493
68.192017052974,26.40520119899448,5.112671294007639,0.12384778784596534
68.35361621204181,25.91492121758186,5.555040021929135,0.06471238224858498
68.64026869293026,25.860410898979985,8.470233112773194,0.1118265864022541
68.42407173699596,25.88810756898006,5.309489737816621,0.07860990999740375
68.15515788789033,26.388325262426783,5.446616960309492,0.164262574446553
68.35185783065613,26.409474693859654,7.421274026585289,0.1126709976713496
68.07987328721984,26.467271340623387,5.318169900361157,0.0747614622016778
68.55007297832049,26.076631984590282,6.458418385386266,0.13462603272437856
68.55035652492158,26.074507561060543,6.462488603880805,0.06626661034637712
67.90188932166797,26.125424651506506,5.2304036872203445,0.08736074227705133
68.00931789747553,26.528836169455055,6.144117940354678,0.15159315499503684
67.87223031468973,26.360249476051152,7.658932331835681,0.09791965638860328
68.08955976669208,26.662627005879983,5.180593278062976,0.06891496707411807
68.34745753979935,26.54023095174056,6.506554462226113,0.11156577128022337
68.70620849080605,26.29340761844902,7.989113249516586,0.060117384496203165
68.26885814432735,26.560223484153585,6.370632340635072,0.11344618073273924
68.65702334949339,26.56947365308284,5.241893502608197,0.03715931976145691
68.6996211226862,26.51084959513992,8.098722463576843,0.16750940251356516
