ra,dec,parallax,parallax_error
64.85506221205014,27.936917862433553,7.752757876199309,0.083135172553395
64.97945793771436,28.021005124240606,5.297441782914323,0.0743528594328401
64.69599729191366,28.335305010112922,7.950796633923758,0.1521600860786541
65.1004462350492,28.163337848534102,5.438893294222915,0.1956372007299616
64.6135566985955,27.562909329041435,7.662528183817516,0.07814034320821414
64.80031436578233,27.548868596387823,6.905677947509544,0.03945450731125798
64.62630140647636,27.722289610909822,7.6986088616514525,0.0938867254072824
64.92200191466132,27.829934495681325,7.9135168865721095,0.10231175402914892
64.62966054606787,28.454379543894678,7.666632956338864,0.052759113969985005
64.53326082411132,28.434247277011497,8.47802242856082,0.18300262786328733
64.45652921191623,28.225383194553157,7.279572969501316,0.11660475672794142
64.97161465475942,27.68749144344258,6.637465791447083,0.16094140482600394
64.43313946648945,28.099176444277067,7.044148868298127,0.08731254125226263
64.41347303636539,28.16478297406539,6.746202972951977,0.1924832461179898
64.6297396866778,28.274655872452097,8.124923887551788,0.1893816287883923
64.95087724292027,27.83342244386811,7.776921648515585,0.04746110407999807
64.85948743059981,28.437184537838654,7.593008603494146,0.06352994813590017
64.75464302234454,28.32824774500434,8.37714535978843,0.15322895678048642
64.98241323911105,28.030120185037113,8.010321615543543,0.029538915798299276
65.09632665110163,27.942062386763247,6.662042095498282,0.10727072060277994
65.1086504967262,28.069068645549205,7.842705709183653,0.052631925204645234
65.10786796055471,28.278179661033178,5.9312826680785395,0.04722469786145775
65.0965126446515,28.297480599206402,5.824008551565933,0.05054384420391598
65.18276195584819,28.242635284835014,8.323582062419778,0.049158015589163835
64.39057887623144,28.346226103505117,7.759143538787789,0.043778135592762064
