ra,dec,parallax,parallax_error
241.97916341439316,-39.644669529171914,6.846655189234431,0.058042998265169475
241.85267577504322,-39.47871558520789,5.491171731141589,0.06227496646424714
242.2558404499874,-39.42008118130081,6.086121403680426,0.08306885822374004
241.99533831423582,-39.409759926631544,6.156730286086526,0.11210271773202218
242.15068277167754,-39.38411814965945,6.508603604929814,0.045234860876815546
241.53347533743195,-39.208879887375055,7.028674933313204,0.09509801318646148
242.22178358480983,-39.24459143931356,5.962755651643957,0.10362721059685827
242.2687972655092,-39.3535768701854,6.386655883050169,0.19128905647803954
241.61434783196208,-39.54117721308755,5.632865827524062,0.04628607696422509
242.0717855289054,-39.3586003124682,5.689187141213077,0.09695576875054146
242.0710908717276,-39.35884959821715,5.68552328902395,0.04580001937882844
241.42791987029466,-39.401556945860854,6.479339472656501,0.15886462627301387
241.6978247370968,-39.2733741550724,6.687934025096599,0.11841360174774018
242.16550057060545,-39.48982542625232,7.8684807707655935,0.08371562352970176
242.272158393763,-39.4659633135668,6.746914467905694,0.09230337008919219
242.30654824699712,-39.45649870992399,5.289770751492696,0.04961986086115652
242.2758283762897,-39.14784629946901,6.332911262544459,0.08502424435787972
241.787374182299,-39.295583161498385,5.147395422043878,0.12843043594166095
241.6349188274356,-39.261731394352,6.821345058627735,0.08053365728886051
241.6383039238275,-39.2596135658212,6.949402745623084,0.05196986337761766
242.200688411396,-39.15560797414483,5.7928466900957,0.1505099465773197
242.20577160451256,-39.09439211628372,6.277649692640883,0.18868872108629156
242.38267431565768,-39.24244566363094,8.126477160268449,0.11713580961731959
242.2260954964963,-39.101710430185456,6.431458715280582,0.05787972791513517
241.90716161605596,-39.36086286979267,5.73407559181519,0.15460733603708185
241.74453718618645,-39.06816462605304,6.3821016471116225,0.13023913704932788
241.65711583301115,-39.145246089464344,7.294800976886868,0.050156971856825584
241.79822516748803,-39.06329029720081,6.286900844761591,0.06463662693327357
242.1072904699313,-39.100441772839126,7.302494203797531,0.17018751552852895
242.12606891567842,-39.103204757898354,6.269607469371232,0.10607860735563017
242.04556919261762,-39.179541105375684,6.729582251801923,0.04754918696347747
242.0525716972198,-39.14273124184434,6.387681302651852,0.05326282276839407
241.6165153090206,-39.018329861104164,7.434675045953777,0.046589057977346436
241.97987630490582,-39.101155574903615,6.1366649961574335,0.18971636414799797
242.1001252448661,-39.097166685957674,6.2881038441024355,0.0882381482257706
242.1741098115133,-39.02705134371417,6.563530595602411,0.10954873422462963
242.1780238730273,-39.10519864236674,6.6079158286785,0.054338030189516
242.09079904541983,-39.07273992501254,6.339016787670849,0.06867706292855823
242.128343013625,-39.097004459692926,6.043680468860125,0.08578906500387976
242.21481964458795,-39.0550189677124,6.269322536798353,0.045081937657057945
242.14396299887676,-39.0929407755821,6.191271066058488,0.08498408426512506
242.2006115417854,-39.07210183961483,5.440487904668161,0.14271142450731408
242.14281225321977,-39.105189628234754,6.206977442939706,0.07029964582031394
242.16560450245893,-39.10713507196126,6.1854942077536625,0.05793626895525177
242.17862358645675,-39.10417508364672,5.917409886027621,0.12019494924444515
242.07244191964332,-39.01848222521757,6.35615094345827,0.08499541109784244
242.09491798924512,-39.01650726900015,6.227592669139581,0.04588595255297989
242.00065701235323,-39.04996344575801,6.254291519238945,0.11266139091835776
242.06677413757393,-39.051302784717976,6.109779931100457,0.19463005573324937
242.14903458630093,-39.06341789283916,6.026448625389715,0.09449101673781671
242.1157010962019,-39.01138484340713,6.301352213433061,0.03992457890299621
241.75243653992848,-39.03885359136923,6.311887882789652,0.0489190561497961
242.1251402000928,-39.16709810973623,5.009217306880772,0.12505000708218617
241.79190408686057,-39.1843479713428,6.234423001991957,0.04496900009849024
241.59429134731892,-39.11178729960364,5.490291521378175,0.03456798609925882
241.90877465244327,-39.1000649696996,7.5675954891776405,0.045731829648769956
241.75275731281948,-39.038503856971325,6.288034699681279,0.1075936761079546
241.6859214450971,-39.075903440956026,6.20137479862621,0.09057001162828951
242.09366971710256,-39.07966866348909,6.40134785437654,0.05016829490890318
241.9679036663183,-38.96845963703351,6.322219860638984,0.07666769563655994
242.1477114109991,-39.0100777840884,5.155388431714347,0.17465275710069375
241.34469009369175,-38.95429395624306,6.92508010978329,0.03044511764833239
241.4374084615563,-39.10193765485837,7.47608369269779,0.04616980613815901
241.4158190093811,-38.80338789867102,6.884665137006178,0.07357177424905682
241.51865906274784,-38.83352155453116,5.750347815882328,0.04168746007653717
241.5156874851724,-38.99790486672382,7.191702375291077,0.0991571101895181
241.66062586095254,-38.78153140366846,5.649834847780374,0.12432086093558314
241.51465940504326,-38.760611023232336,8.015488322039372,0.08169451329409257
241.74828379056166,-38.76709015572319,7.41347538225891,0.15139225791821065
242.28538825602863,-39.062070032630004,6.238782975231657,0.093989198242448
242.25764996777536,-39.08688532073022,6.163281670871722,0.05307861879771121
242.23131467079588,-39.0428657819985,6.239330618972144,0.07546205111474255
242.24079041152063,-39.03978156721113,6.126133612183603,0.07552228570535663
242.13765563413332,-38.872995645935596,6.322988657892173,0.14141984530332508
