ID,SFR,2MASS ID,NAME,PI,EPI,FL_PI,DPC,EDPC_H,EDPC_L,FL_MULT,SEP,SED,SPT,REF_SPT,logTeff,elogTeff,REF_Teff,logLs_in,d_in,elogLs_in,logLs,elogLs_H,elogLs_L,REF_Ls,FL_logMs,logMs,elogMs_H,elogMs_L,logt,elogt_H,elogt_L,nu_B7,FL_B7,F_B7,eF_B7,LIM_B7,REF_B7,nu_B6,FL_B6,F_B6,eF_B6,LIM_B6,REF_B6,nu_B3,FL_B3,F_B3,eF_B3,LIM_B3,REF_B3,FL_A67,A67,LIM_A67,FL_A36,A36,LIM_A36,FL_R7,R7,LIM_R7,REF_R7
106,Tau,J04302961+2426450,FX_Tau_A,5.87,0.54,avg,169.8,21.1,12.3,B,0,II,M1,Duchene99,3.569,0.017,Andrews13,-0.285,140.0,0.215,-0.124,0.257,0.207,Andrews13,0,-0.380,0.116,0.084,5.83,0.39,0.60,340.2,0,15.65,0.54,0.00,Akeson14,239.9,0,7.84,0.53,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,0,1.98,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
107,Tau,J04302961+2426450,FX_Tau_B,5.87,0.54,avg,169.6,21.2,11.9,B,0,II,M4,Duchene99,3.515,0.019,Andrews13,-0.467,140.0,0.142,-0.285,0.168,0.161,Andrews13,0,-0.655,0.116,0.074,5.13,0.67,0.19,340.2,1,-1.00,-1.00,1.47,Akeson14,239.9,1,-1.00,-1.00,0.36,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
108,Tau,J04304425+2601244,DK_Tau_AB,7.78,0.06,GaiaDR2,128.1,2.0,1.8,J,2.36,II,,,,,,,,,0.169,0.156,0.156,Andrews13,0,0.056,0.073,0.094,6.19,0.27,0.33,340.2,0,73.06,0.47,0.00,Akeson14,223.6,0,33.18,0.19,0.00,Akeson14,84.2,0,4.70,0.20,0.00,Ricci10,0,1.88,0.00,0,2.00,0.00,-1,-1.00,-1.00,none
109,Tau,J04304425+2601244,DK_Tau_A,7.78,0.06,GaiaDR2,128.1,2.0,1.8,B,0,II,K8,Duchene99,3.601,0.023,Andrews13,0.119,140.0,0.189,0.054,0.178,0.201,Andrews13,0,-0.227,0.135,0.125,5.82,0.47,0.35,340.2,0,67.25,0.47,0.00,Akeson14,223.6,0,30.30,0.18,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.90,0.00,-1,0.00,0.00,0,0.32,0.00,Tripathi17
110,Tau,J04304425+2601244,DK_Tau_B,7.19,0.14,GaiaDR2,138.5,3.6,3.0,B,0,II,M1,Duchene99,3.569,0.017,Andrews13,-0.498,140.0,0.237,-0.501,0.234,0.243,Andrews13,0,-0.296,0.096,0.117,6.50,0.41,0.47,340.2,0,5.81,0.45,0.00,Akeson14,223.6,0,2.88,0.19,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.67,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
111,Tau,J04305137+2442222,ZZ_Tau_AB,7.45,0.28,GaiaDR2,133.3,6.4,4.4,CB,0.042,II,,,,,,,,,-0.280,0.106,0.085,Andrews13,0,-0.320,0.144,0.103,5.80,0.40,0.29,345.0,1,-1.00,-1.00,8.00,Andrews05,239.9,0,0.59,0.11,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,2,-1.00,7.18,-1,0.00,0.00,-1,-1.00,-1.00,none
,Tau,J04305137+2442222,ZZ_Tau_A,7.45,0.28,GaiaDR2,133.5,6.2,4.5,B,0,II,M2,Hartigan03,3.533,0.018,Andrews13,-0.466,140.0,0.117,-0.512,0.132,0.111,Andrews13,0,-0.628,0.208,0.062,6.01,0.24,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tau,J04305137+2442222,ZZ_Tau_B,7.45,0.28,GaiaDR2,133.6,6.1,4.7,B,0,II,M3.5,Hartigan03,3.505,0.039,Andrews13,-0.639,140.0,0.145,-0.674,0.148,0.152,Andrews13,0,-0.791,0.332,0.083,6.04,0.35,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Tau,J04305171+2441475,ZZ_Tau_IRS,9.51,0.66,GaiaDR2,104.9,9.1,6.0,S,-1,II,M5,Luhman10,3.495,0.020,Andrews13,-1.022,140.0,0.113,-1.265,0.131,0.125,Andrews13,0,-0.820,0.183,0.193,6.47,0.40,0.31,0.0,-1,0.00,0.00,0.00,none,225.4,0,105.80,1.50,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
113,Tau,J04305718+2556394,KPNO_7,8.14,0.46,GaiaDR2,122.6,8.3,6.1,S,-1,II,M8.25,Luhman10,3.420,0.047,Andrews13,-2.272,140.0,0.198,-2.378,0.203,0.207,Andrews13,0,-1.621,0.425,0.142,7.02,0.33,0.99,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,2.60,Scholz06,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
114,Tau,J04311444+2710179,JH_56,7.84,0.04,GaiaDR2,127.1,1.9,1.6,S,-1,II,M0.5,Luhman10,3.577,0.020,Andrews13,-0.376,140.0,0.065,-0.461,0.067,0.065,Andrews13,0,-0.279,0.137,0.095,6.44,0.28,0.25,345.0,1,-1.00,-1.00,8.00,Andrews05,239.8,1,-1.00,-1.00,19.00,Osterloh95,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
115,Tau,J04313843+1813576,HL_Tau,7.27,0.91,avg,135.8,27.4,10.6,S,-1,I,K5,White04,3.639,0.024,tp,0.820,140.0,0.500,0.857,0.490,0.533,White04,0,-0.028,0.153,0.123,5.04,0.91,0.12,343.5,0,2140.80,3.70,0.00,ALMA15,233.0,0,744.10,1.50,0.00,ALMA15,101.9,0,74.30,0.40,0.00,ALMA15,0,2.72,0.00,0,2.79,0.00,-1,-1.00,-1.00,none
116,Tau,J04314007+1813571,XZ_Tau_AB,7.23,0.91,avg,138.1,26.2,12.3,J,0.3,II,,,,,,,,,0.031,0.216,0.195,Andrews13,0,-0.184,0.074,0.095,5.72,0.40,0.33,0.0,-1,0.00,0.00,0.00,none,239.9,0,16.20,0.49,0.00,Akeson19,101.9,0,4.54,0.08,0.00,ALMA15,-1,0.00,0.00,0,1.49,0.00,-1,-1.00,-1.00,none
117,Tau,J04314007+1813571,XZ_Tau_A,7.23,0.91,avg,137.5,26.7,11.8,B,0,II,M2,Hartigan03,3.552,0.018,Andrews13,-0.443,140.0,0.265,-0.427,0.296,0.284,Andrews13,0,-0.409,0.102,0.143,6.12,0.51,0.66,0.0,-1,0.00,0.00,0.00,none,239.9,0,7.30,0.42,0.00,Akeson19,101.9,0,2.71,0.08,0.00,ALMA15,-1,0.00,0.00,0,1.16,0.00,-1,-1.00,-1.00,none
118,Tau,J04314007+1813571,XZ_Tau_B,7.23,0.91,avg,138.7,25.5,12.9,B,0,II,M3.5,Hartigan03,3.524,0.019,Andrews13,-0.227,140.0,0.239,-0.201,0.265,0.269,Andrews13,0,-0.590,0.104,0.104,5.32,0.62,0.35,0.0,-1,0.00,0.00,0.00,none,239.9,0,8.90,0.49,0.00,Akeson19,101.9,0,1.83,0.08,0.00,ALMA15,-1,0.00,0.00,0,1.85,0.00,-1,-1.00,-1.00,none
119,Tau,J04315056+2424180,HK_Tau_AB,7.50,0.09,GaiaDR2,133.0,2.3,2.5,J,2.35,II,,,,,,,,,-0.374,0.114,0.125,Andrews13,0,-0.043,0.074,0.084,7.01,0.19,0.21,340.2,0,130.10,1.80,0.00,Akeson14,223.6,0,49.80,0.24,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,2.29,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
120,Tau,J04315056+2424180,HK_Tau_A,7.50,0.09,GaiaDR2,132.7,2.7,2.1,B,0,II,M0.5,Luhman10,3.577,0.020,Andrews13,-0.363,140.0,0.126,-0.412,0.131,0.123,Andrews13,0,-0.255,0.106,0.127,6.41,0.29,0.33,340.2,0,73.60,1.30,0.00,Akeson14,223.6,0,33.80,0.20,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.85,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
121,Tau,J04315056+2424180,HK_Tau_B,7.50,0.09,GaiaDR2,132.9,2.5,2.2,B,0,II,M2,Luhman10,3.552,0.018,Andrews13,-1.571,140.0,0.194,-1.628,0.205,0.184,Andrews13,0,-0.435,0.062,0.124,7.78,0.09,0.43,340.2,0,56.50,1.80,0.00,Akeson14,223.6,0,16.00,0.24,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,3.01,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
122,Tau,J04315779+1821350,V710_Tau_AB,6.90,0.06,GaiaDR2,144.5,2.5,2.5,J,3.17,II,,,,,,,,,0.058,0.102,0.113,Andrews13,0,-0.051,0.076,0.098,6.00,0.23,0.33,340.2,0,143.50,0.79,0.00,Akeson14,223.6,0,66.00,3.31,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.85,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
123,Tau,J04315779+1821350,V710_Tau_A,6.90,0.06,GaiaDR2,144.4,2.5,2.3,B,0,II,M0.5,Luhman10,3.577,0.020,Andrews13,-0.241,140.0,0.124,-0.220,0.131,0.119,Andrews13,0,-0.309,0.125,0.125,6.01,0.36,0.26,340.2,0,143.50,0.79,0.00,Akeson14,223.6,0,66.00,3.31,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.85,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
124,Tau,J04315779+1821350,V710_Tau_B,7.00,0.11,GaiaDR2,142.6,2.8,3.2,B,0,III,M3.25,Luhman10,3.552,0.018,Andrews13,-0.330,140.0,0.180,-0.309,0.175,0.187,Andrews13,0,-0.464,0.138,0.106,5.93,0.34,0.53,340.2,1,-1.00,-1.00,1.47,Akeson14,223.6,1,-1.00,-1.00,0.61,Akeson14,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
125,Tau,J04315779+1821380,LkHa_267,6.90,0.06,GaiaDR2,144.5,2.5,2.5,S,-1,II,M3,Kraus09,3.533,0.018,Andrews13,-0.758,140.0,0.080,-0.732,0.083,0.081,Andrews13,0,-0.484,0.093,0.196,6.30,0.29,0.25,340.8,1,-1.00,-1.00,22.00,Harris12,239.9,1,-1.00,-1.00,0.30,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
126,Tau,J04321540+2428597,Haro_6-13,7.67,0.19,GaiaDR2,130.2,3.7,3.7,S,-1,II,M0,Luhman10,3.586,0.024,Andrews13,-0.159,140.0,0.115,-0.212,0.107,0.128,Andrews13,0,-0.241,0.123,0.153,6.14,0.35,0.30,337.1,0,441.00,50.00,0.00,Tripathi17,230.5,0,105.20,1.50,0.00,Schaefer09,111.0,0,29.50,0.60,0.00,Schaefer09,0,3.77,0.00,0,1.74,0.00,0,0.48,0.00,Tripathi17
127,Tau,J04321606+1812464,MHO_5,6.91,0.10,GaiaDR2,144.0,3.3,2.6,S,-1,II,M6,Luhman10,3.476,0.020,Andrews13,-0.827,140.0,0.071,-0.804,0.076,0.070,Andrews13,0,-0.812,0.096,0.032,5.79,0.35,0.02,0.0,-1,0.00,0.00,0.00,none,239.9,1,-1.00,-1.00,0.31,Akeson19,111.0,1,-1.00,-1.00,7.80,Schaefer09,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
128,Tau,J04322210+1827426,MHO_6,7.05,0.10,GaiaDR2,141.3,3.0,2.6,S,-1,II,M4.75,Luhman10,3.500,0.020,Andrews13,-1.134,140.0,0.122,-1.120,0.118,0.129,Andrews13,0,-0.929,0.333,0.000,6.36,0.40,0.32,338.7,0,55.65,0.54,0.00,Ward-Duong18,225.4,0,13.50,2.00,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,0,3.48,0.00,-1,0.00,0.00,0,0.26,0.00,Tripathi17
129,Tau,J04322415+2251083,J04322415,6.44,0.12,GaiaDR2,154.7,4.0,3.5,S,-1,II,M4.5,Luhman10,3.505,0.020,Andrews13,-1.040,140.0,0.065,-0.952,0.067,0.068,Andrews13,0,-0.889,0.310,0.021,6.22,0.28,0.50,0.0,-1,0.00,0.00,0.00,none,239.9,1,-1.00,-1.00,0.30,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
130,Tau,J04323034+1731406,GG_Tau_A,6.66,0.08,avg,149.6,3.0,2.7,J,0.24,II,,,,,,,,,0.265,0.084,0.084,Andrews13,0,0.077,0.075,0.097,5.95,0.20,0.24,337.5,0,1122.38,0.69,0.00,2012.1.00129.S,228.0,0,543.00,21.00,0.00,Andrews14,106.0,0,77.00,4.00,0.00,Andrews14,0,1.85,0.00,0,2.55,0.00,-1,-1.00,-1.00,none
131,Tau,J04323034+1731406,GG_Tau_Aab,6.66,0.08,avg,149.6,3.0,2.8,B,0,II,K7,Luhman10,3.609,0.023,Andrews13,-0.070,140.0,0.123,-0.020,0.132,0.118,Andrews13,0,-0.140,0.095,0.148,6.06,0.33,0.30,337.5,0,14.48,0.69,0.00,2012.1.00129.S,239.9,0,7.00,0.87,0.00,Akeson19,106.0,0,2.20,0.90,0.00,Andrews14,0,2.13,0.00,0,1.42,0.00,-1,-1.00,-1.00,none
132,Tau,J04323034+1731406,GG_Tau_Ac,6.66,0.08,avg,149.6,3.0,2.7,B,0,II,M0.5,Luhman10,3.577,0.020,Andrews13,-0.136,140.0,0.107,-0.072,0.103,0.116,Andrews13,0,-0.317,0.103,0.144,5.81,0.28,0.36,337.5,1,-1.00,-1.00,2.10,2012.1.00129.S,239.9,1,-1.00,-1.00,2.40,Akeson19,106.0,1,-1.00,-1.00,1.50,Andrews14,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
133,Tau,J04323028+1731303,GG_Tau_B,6.66,0.08,avg,149.2,3.3,2.4,J,1.48,II,,,,,,,,,-0.826,0.108,0.086,Andrews13,0,-0.712,0.187,0.031,6.28,0.27,0.30,337.5,1,-1.00,-1.00,2.10,2012.1.00129.S,239.9,1,-1.00,-1.00,2.40,Akeson19,106.0,1,-1.00,-1.00,1.70,Andrews14,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
134,Tau,J04323028+1731303,GG_Tau_Ba,6.66,0.10,GaiaDR2,149.6,3.3,3.0,B,0,II,M5.5,Luhman10,3.485,0.020,Andrews13,-0.926,140.0,0.107,-0.880,0.121,0.096,Andrews13,0,-0.841,0.154,0.041,6.07,0.21,0.25,337.5,1,-1.00,-1.00,2.10,2012.1.00129.S,239.9,1,-1.00,-1.00,2.40,Akeson19,106.0,1,-1.00,-1.00,1.70,Andrews14,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
135,Tau,J04322986+1731291,GG_Tau_Bb,6.66,0.08,avg,149.1,3.4,2.3,B,0,II,M7.5,Luhman10,3.446,0.037,Andrews13,-1.845,140.0,0.124,-1.785,0.124,0.128,Andrews13,0,-1.350,0.386,0.081,6.70,0.28,0.76,337.5,1,-1.00,-1.00,2.10,2012.1.00129.S,239.9,1,-1.00,-1.00,2.40,Akeson19,106.0,1,-1.00,-1.00,1.70,Andrews14,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
136,Tau,J04323034+1731406,GG_Tau_AB,6.66,0.08,avg,149.7,2.9,2.9,J,10.38,II,,,,,,,,,0.295,0.083,0.073,Andrews13,0,0.147,0.074,0.074,6.09,0.19,0.18,345.0,0,1122.38,0.69,0.00,2012.1.00129.S,239.9,0,543.00,21.00,0.00,Akeson19,106.0,0,77.00,4.00,0.00,Andrews14,0,2.31,0.00,0,2.39,0.00,-1,-1.00,-1.00,none
137,Tau,J04323058+2419572,FY_Tau,7.68,0.07,GaiaDR2,129.5,2.4,1.8,S,-1,II,K5,Luhman10,3.639,0.024,Andrews13,0.206,140.0,0.136,0.152,0.124,0.149,Andrews13,0,-0.010,0.073,0.156,6.06,0.38,0.28,340.2,0,23.00,1.50,0.00,Tripathi17,239.8,0,16.00,5.00,0.00,Beckwith91,100.8,0,1.90,0.28,0.00,Ricci10,0,1.04,0.00,0,2.46,0.00,0,0.07,0.00,Tripathi17
138,Tau,J04323176+2420029,FZ_Tau,7.69,0.07,GaiaDR2,129.6,2.2,1.9,S,-1,II,M0,Luhman10,3.586,0.024,Andrews13,0.100,140.0,0.138,0.053,0.118,0.159,Andrews13,0,-0.365,0.196,0.072,5.74,0.33,0.46,345.0,0,29.00,7.00,0.00,Andrews05,220.0,0,14.70,0.10,0.00,Pietu14,100.8,0,2.89,0.24,0.00,Ricci10,0,1.51,0.00,0,2.08,0.00,-1,-1.00,-1.00,none
139,Tau,J04324282+2552314,UZ_Tau_W,7.62,0.09,GaiaDR2,130.8,2.4,2.2,J,0.37,II,,,,,,,,,-0.336,0.077,0.066,Andrews13,0,-0.133,0.073,0.115,6.30,0.22,0.20,340.8,0,79.00,9.00,0.00,Tripathi18,225.0,0,30.00,3.00,0.00,Tripathi18,105.0,0,8.50,1.00,0.00,Tripathi18,0,2.33,0.00,0,1.65,0.00,-1,-1.00,-1.00,none
140,Tau,J04324282+2552314,UZ_Tau_Wa,7.62,0.09,GaiaDR2,130.7,2.5,2.1,Q,0,II,M2,Hartigan03,3.552,0.018,Andrews13,-0.488,140.0,0.106,-0.546,0.107,0.108,Andrews13,0,-0.389,0.105,0.148,6.25,0.33,0.23,340.8,0,23.00,9.00,0.00,Tripathi18,225.0,0,16.00,0.40,0.00,Tripathi18,0.0,-1,0.00,0.00,0.00,none,0,0.87,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
141,Tau,J04324282+2552314,UZ_Tau_Wb,7.62,0.09,GaiaDR2,130.7,2.5,2.1,Q,0,II,M3,Hartigan03,3.533,0.018,Andrews13,-0.691,140.0,0.074,-0.753,0.079,0.073,Andrews13,0,-0.491,0.102,0.184,6.34,0.27,0.27,340.8,0,56.00,9.00,0.00,Tripathi18,225.0,0,14.00,0.40,0.00,Tripathi18,0.0,-1,0.00,0.00,0.00,none,0,3.34,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
142,Tau,J04324303+2552311,UZ_Tau_E,7.62,0.09,GaiaDR2,130.5,2.6,2.0,CB,0.0009,II,,,,,,,,,-0.085,0.185,0.154,Andrews13,0,-0.170,0.087,0.087,5.95,0.27,0.40,340.8,0,368.00,7.00,0.00,Tripathi18,225.0,0,139.00,11.00,0.00,Tripathi18,105.0,0,23.50,2.50,0.00,Tripathi18,0,2.34,0.00,0,2.33,0.00,0,0.62,0.00,Tripathi18
,Tau,J04324303+2552311,UZ_Tau_Ea,7.62,0.09,GaiaDR2,130.7,2.5,2.1,B,0,II,M1,Prato02,3.569,0.017,Andrews13,-0.190,140.0,0.229,-0.240,0.220,0.236,Andrews13,0,-0.351,0.115,0.104,6.01,0.47,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tau,J04324303+2552311,UZ_Tau_Eb,7.62,0.09,GaiaDR2,130.7,2.5,2.1,B,0,II,M4,Prato02,3.515,0.019,Andrews13,-0.549,140.0,0.198,-0.624,0.216,0.183,Andrews13,0,-0.713,0.177,0.083,6.01,0.22,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Tau,J04324303+2552311,UZ_Tau_EW,7.62,0.09,GaiaDR2,130.4,2.7,1.9,J,3.56,II,,,,,,,,,0.113,0.128,0.096,Andrews13,0,0.155,0.053,0.074,6.11,0.19,0.22,340.8,0,447.00,9.00,0.00,Tripathi18,225.0,0,169.00,11.00,0.00,Tripathi18,105.0,0,32.00,2.50,0.00,Tripathi18,0,2.34,0.00,0,2.18,0.00,-1,-1.00,-1.00,none
144,Tau,J04324911+2253027,JH_112_A,6.08,0.08,GaiaDR2,163.6,3.8,3.1,J,1.65,II,,,,,,,,,,,,,,,,,,,,340.2,0,16.60,0.61,0.00,Akeson14,223.6,0,6.59,0.24,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,2.20,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
145,Tau,J04324911+2253027,JH_112_Aa,6.08,0.08,GaiaDR2,163.9,3.5,3.5,Q,0,II,K5.5,Herczeg14,3.631,0.020,tp,0.110,163.8,0.100,0.108,0.104,0.099,Akeson19,0,-0.066,0.092,0.113,6.10,0.27,0.28,340.2,0,8.85,0.49,0.00,Akeson14,223.6,0,3.53,0.23,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,2.19,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
146,Tau,J04324911+2253027,JH_112_Ab,6.08,0.08,GaiaDR2,163.7,3.7,3.1,Q,0,II,M4.5,Herczeg14,3.489,0.020,tp,-0.890,163.8,0.360,-0.893,0.361,0.361,Akeson19,0,-0.837,0.166,0.145,6.20,0.46,0.32,340.2,0,7.75,0.61,0.00,Akeson14,223.6,0,3.06,0.24,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,2.21,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
147,Tau,J04324911+2253027,JH_112_B,6.08,0.08,GaiaDR2,163.6,3.8,3.1,J,0.5,II,,,,,,,,,,,,,,,,,,,,340.2,0,6.63,1.90,0.00,Akeson14,223.6,0,2.55,0.24,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,2.28,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
148,Tau,J04324911+2253027,JH_112_Ba,6.08,0.08,GaiaDR2,163.7,3.7,3.2,Q,0,II,M8.5,Akeson19,3.418,0.020,tp,-2.200,163.8,0.250,-2.192,0.243,0.257,Akeson19,0,-1.582,0.153,0.133,5.92,1.01,0.02,340.2,0,3.10,1.90,0.00,Akeson14,223.6,0,0.25,0.08,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,6.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
149,Tau,J04324911+2253027,JH_112_Bb,6.08,0.08,GaiaDR2,163.6,3.8,3.1,Q,0,II,M8.5,Akeson19,3.418,0.020,tp,-2.200,163.8,0.250,-2.211,0.260,0.240,Akeson19,0,-1.586,0.158,0.137,5.90,1.00,0.01,340.2,0,3.53,0.60,0.00,Akeson14,223.6,0,2.30,0.24,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.02,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
150,Tau,J04324911+2253027,JH_112_AB,6.08,0.08,GaiaDR2,163.9,3.5,3.5,J,6.56,II,,,,,,,,,,,,,,,,,,,,340.2,0,23.23,1.90,0.00,Akeson14,223.6,0,9.14,0.24,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,2.22,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
151,Tau,J04324938+2253082,J04324938,6.06,0.27,GaiaDR2,164.4,8.9,6.8,S,-1,II,M4.25,Luhman10,3.510,0.020,Andrews13,-0.352,140.0,0.086,-0.225,0.112,0.079,Andrews13,0,-0.666,0.126,0.042,5.00,0.62,0.13,340.8,1,-1.00,-1.00,6.00,Harris12,0.0,-1,0.00,0.00,0.00,none,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
152,Tau,J04330622+2409339,GH_Tau_AB,7.16,0.81,avg,140.6,21.6,12.8,J,0.31,II,,,,,,,,,,,,,,,,,,,,345.0,0,15.00,3.00,0.00,Andrews05,239.9,0,6.80,0.22,0.00,Akeson19,111.0,1,-1.00,-1.00,11.00,Dutrey96,0,2.18,0.00,1,-1.00,-0.62,-1,-1.00,-1.00,none
153,Tau,J04330622+2409339,GH_Tau_A,7.16,0.81,avg,139.2,23.0,11.4,B,0,II,M2,Hartigan03,3.552,0.018,Andrews13,-0.456,140.0,0.073,-0.439,0.135,0.119,Andrews13,0,-0.398,0.095,0.168,6.10,0.31,0.32,0.0,-1,0.00,0.00,0.00,none,239.9,0,3.90,0.22,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
154,Tau,J04330622+2409339,GH_Tau_B,7.16,0.81,avg,139.6,22.6,11.9,B,0,II,M2,Hartigan03,3.552,0.018,Andrews13,-0.402,140.0,0.109,-0.381,0.154,0.148,Andrews13,0,-0.406,0.093,0.166,6.04,0.30,0.46,0.0,-1,0.00,0.00,0.00,none,239.9,0,2.90,0.18,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
155,Tau,J04330664+2409549,V807_Tau_AB,8.83,0.66,GaiaDR2,112.0,11.7,5.9,J,0.28,II,,,,,,,,,,,,,,,,,,,,345.0,0,20.00,3.00,0.00,Andrews05,239.9,0,8.90,0.46,0.00,Akeson19,111.0,1,-1.00,-1.00,6.00,Dutrey96,0,2.23,0.00,1,-1.00,0.51,-1,-1.00,-1.00,none
156,Tau,J04330664+2409549,V807_Tau_A,8.83,0.66,GaiaDR2,113.1,10.5,7.0,T,0,II,K7,Schaefer12,3.609,0.023,Andrews13,0.183,140.0,0.163,0.013,0.171,0.179,Andrews13,0,-0.152,0.104,0.145,5.98,0.43,0.32,345.0,0,20.00,3.00,0.00,Andrews05,239.9,0,8.90,0.46,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,0,2.23,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
157,Tau,J04330664+2409549,V807_Tau_Bab,8.83,0.66,GaiaDR2,112.5,11.1,6.5,CB,0.037,III,,,,,,,,,,,,,,,,,,,,345.0,1,-1.00,-1.00,9.00,Andrews05,239.9,1,-1.00,-1.00,0.33,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
,Tau,J04330664+2409549,V807_Tau_Ba,8.83,0.66,GaiaDR2,112.4,11.2,6.3,B,0,III,M2,Schaefer12,3.552,0.018,Andrews13,-0.345,140.0,0.076,-0.531,0.111,0.090,Andrews13,0,-0.405,0.116,0.137,6.24,0.29,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tau,J04330664+2409549,V807_Tau_Bb,8.83,0.66,GaiaDR2,113.0,10.6,7.0,B,0,III,M2.5,Schaefer12,3.547,0.018,Andrews13,-0.486,140.0,0.088,-0.663,0.113,0.109,Andrews13,0,-0.395,0.092,0.164,6.39,0.31,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Tau,J04330945+2246487,J04330945,6.71,0.42,GaiaDR2,148.4,11.6,7.9,S,-1,II,M6,Luhman10,3.476,0.020,Andrews13,-1.310,140.0,0.071,-1.253,0.093,0.088,Andrews13,0,-1.043,0.229,0.042,6.35,0.17,0.43,0.0,-1,0.00,0.00,0.00,none,239.9,1,-1.00,-1.00,0.28,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
